"year","state","sector","source","carbdiox_millmtrcton"
1983,"utah","Transportation","All",9
1983,"utah","Electric Power","Coal",11.2
1983,"utah","Electric Power","Petroleum Products",0
1983,"utah","Electric Power","Natural Gas",0.1
1983,"utah","Electric Power","All",11.3
1983,"utah","All","Coal",15
1983,"utah","All","Petroleum Products",12.1
1983,"utah","All","Natural Gas",6.3
1983,"utah","All","All",33.4
1984,"utah","Residential","Coal",0.1
1984,"utah","Residential","Petroleum Products",0.2
1984,"utah","Residential","Natural Gas",3.1
1984,"utah","Residential","All",3.4
1984,"utah","Commercial","Coal",0.5
1984,"utah","Commercial","Petroleum Products",0.5
1984,"utah","Commercial","Natural Gas",0.5
1984,"utah","Commercial","All",1.4
1984,"utah","Industrial","Coal",4.5
1984,"utah","Industrial","Petroleum Products",2.2
1984,"utah","Industrial","Natural Gas",2.9
1984,"utah","Industrial","All",9.6
1984,"utah","Transportation","Coal",0
1984,"utah","Transportation","Petroleum Products",9
1984,"utah","Transportation","Natural Gas",0.1
1984,"utah","Transportation","All",9.1
1984,"utah","Electric Power","Coal",12.3
1984,"utah","Electric Power","Petroleum Products",0
1984,"utah","Electric Power","Natural Gas",0
1984,"utah","Electric Power","All",12.3
1984,"utah","All","Coal",17.3
1984,"utah","All","Petroleum Products",11.9
1984,"utah","All","Natural Gas",6.6
1984,"utah","All","All",35.8
1985,"utah","Residential","Coal",0.1
1985,"utah","Residential","Petroleum Products",0.1
1985,"utah","Residential","Natural Gas",3.3
1985,"utah","Residential","All",3.6
1985,"utah","Commercial","Coal",0.4
1985,"utah","Commercial","Petroleum Products",0.3
1985,"utah","Commercial","Natural Gas",0.5
1985,"utah","Commercial","All",1.3
1985,"utah","Industrial","Coal",4.1
1985,"utah","Industrial","Petroleum Products",1.8
1985,"utah","Industrial","Natural Gas",2.6
1985,"utah","Industrial","All",8.5
1985,"utah","Transportation","Coal",0
1985,"utah","Transportation","Petroleum Products",9.3
1985,"utah","Transportation","Natural Gas",0.1
1985,"utah","Transportation","All",9.4
1985,"utah","Electric Power","Coal",14
1985,"utah","Electric Power","Petroleum Products",0
1985,"utah","Electric Power","Natural Gas",0
1985,"utah","Electric Power","All",14.1
1985,"utah","All","Coal",18.7
1985,"utah","All","Petroleum Products",11.6
1985,"utah","All","Natural Gas",6.6
1985,"utah","All","All",36.9
1986,"utah","Residential","Coal",0.1
1986,"utah","Residential","Petroleum Products",0.1
1986,"utah","Residential","Natural Gas",2.9
1986,"utah","Residential","All",3.1
1986,"utah","Commercial","Coal",0.3
1986,"utah","Commercial","Petroleum Products",0.5
1986,"utah","Commercial","Natural Gas",0.2
1986,"utah","Commercial","All",1
1986,"utah","Industrial","Coal",2.7
1986,"utah","Industrial","Petroleum Products",2.1
1986,"utah","Industrial","Natural Gas",2.1
1986,"utah","Industrial","All",6.9
1986,"utah","Transportation","Coal",0
1986,"utah","Transportation","Petroleum Products",10
1986,"utah","Transportation","Natural Gas",0.1
1986,"utah","Transportation","All",10.1
1986,"utah","Electric Power","Coal",14.6
1986,"utah","Electric Power","Petroleum Products",0.1
1986,"utah","Electric Power","Natural Gas",0
1986,"utah","Electric Power","All",14.7
1986,"utah","All","Coal",17.7
1986,"utah","All","Petroleum Products",12.8
1986,"utah","All","Natural Gas",5.3
1986,"utah","All","All",35.8
1987,"utah","Residential","Coal",0.1
1987,"utah","Residential","Petroleum Products",0.2
1987,"utah","Residential","Natural Gas",2.4
1987,"utah","Residential","All",2.6
1987,"utah","Commercial","Coal",0.2
1987,"utah","Commercial","Petroleum Products",0.5
1987,"utah","Commercial","Natural Gas",0.8
1987,"utah","Commercial","All",1.5
1987,"utah","Industrial","Coal",1
1987,"utah","Industrial","Petroleum Products",2
1987,"utah","Industrial","Natural Gas",2.4
1987,"utah","Industrial","All",5.4
1987,"utah","Transportation","Coal",0
1987,"utah","Transportation","Petroleum Products",10.3
1987,"utah","Transportation","Natural Gas",0
1987,"utah","Transportation","All",10.4
1987,"utah","Electric Power","Coal",24.4
1987,"utah","Electric Power","Petroleum Products",0.1
1987,"utah","Electric Power","Natural Gas",0
1987,"utah","Electric Power","All",24.5
1987,"utah","All","Coal",25.7
1987,"utah","All","Petroleum Products",13
1987,"utah","All","Natural Gas",5.7
1987,"utah","All","All",44.4
1988,"utah","Residential","Coal",0.1
1988,"utah","Residential","Petroleum Products",0.2
1988,"utah","Residential","Natural Gas",2.4
1988,"utah","Residential","All",2.7
1988,"utah","Commercial","Coal",0.3
1988,"utah","Commercial","Petroleum Products",0.4
1988,"utah","Commercial","Natural Gas",1
1988,"utah","Commercial","All",1.8
1988,"utah","Industrial","Coal",4.2
1988,"utah","Industrial","Petroleum Products",2.2
1988,"utah","Industrial","Natural Gas",2.7
1988,"utah","Industrial","All",9.1
1988,"utah","Transportation","Coal",0
1988,"utah","Transportation","Petroleum Products",10.7
1988,"utah","Transportation","Natural Gas",0.1
1988,"utah","Transportation","All",10.7
1988,"utah","Electric Power","Coal",27.1
1988,"utah","Electric Power","Petroleum Products",0
1988,"utah","Electric Power","Natural Gas",0
1988,"utah","Electric Power","All",27.2
1988,"utah","All","Coal",31.7
1988,"utah","All","Petroleum Products",13.5
1988,"utah","All","Natural Gas",6.2
1988,"utah","All","All",51.5
1989,"utah","Residential","Coal",0.1
1989,"utah","Residential","Petroleum Products",0.2
1989,"utah","Residential","Natural Gas",2.6
1989,"utah","Residential","All",2.9
1989,"utah","Commercial","Coal",0.4
1989,"utah","Commercial","Petroleum Products",0.3
1989,"utah","Commercial","Natural Gas",1
1989,"utah","Commercial","All",1.6
1989,"utah","Industrial","Coal",4.4
1989,"utah","Industrial","Petroleum Products",2.2
1989,"utah","Industrial","Natural Gas",2.9
1989,"utah","Industrial","All",9.4
1989,"utah","Transportation","Coal",0
1989,"utah","Transportation","Petroleum Products",10.1
1989,"utah","Transportation","Natural Gas",0.1
1989,"utah","Transportation","All",10.2
1989,"utah","Electric Power","Coal",28
1989,"utah","Electric Power","Petroleum Products",0
1989,"utah","Electric Power","Natural Gas",0
1989,"utah","Electric Power","All",28.1
1989,"utah","All","Coal",32.9
1989,"utah","All","Petroleum Products",12.7
1989,"utah","All","Natural Gas",6.5
1989,"utah","All","All",52.1
1990,"utah","Residential","Coal",0.1
1990,"utah","Residential","Petroleum Products",0.1
1990,"utah","Residential","Natural Gas",2.5
1990,"utah","Residential","All",2.8
1990,"utah","Commercial","Coal",0.5
1990,"utah","Commercial","Petroleum Products",0.3
1990,"utah","Commercial","Natural Gas",0.9
1990,"utah","Commercial","All",1.7
1990,"utah","Industrial","Coal",4.6
1990,"utah","Industrial","Petroleum Products",2.1
1990,"utah","Industrial","Natural Gas",3.2
1990,"utah","Industrial","All",9.9
1990,"utah","Transportation","Coal",0
1990,"utah","Transportation","Petroleum Products",10.5
1990,"utah","Transportation","Natural Gas",0.1
1990,"utah","Transportation","All",10.6
1990,"utah","Electric Power","Coal",29.4
1990,"utah","Electric Power","Petroleum Products",0
1990,"utah","Electric Power","Natural Gas",0
1990,"utah","Electric Power","All",29.5
1990,"utah","All","Coal",34.5
1990,"utah","All","Petroleum Products",13.1
1990,"utah","All","Natural Gas",6.7
1990,"utah","All","All",54.4
1991,"utah","Residential","Coal",0.1
1991,"utah","Residential","Petroleum Products",0.1
1991,"utah","Residential","Natural Gas",2.9
1991,"utah","Residential","All",3.1
1991,"utah","Commercial","Coal",0.5
1991,"utah","Commercial","Petroleum Products",0.3
1991,"utah","Commercial","Natural Gas",1.1
1991,"utah","Commercial","All",1.9
1991,"utah","Industrial","Coal",4.1
1991,"utah","Industrial","Petroleum Products",1.9
1991,"utah","Industrial","Natural Gas",3.2
1991,"utah","Industrial","All",9.3
1991,"utah","Transportation","Coal",0
1991,"utah","Transportation","Petroleum Products",11
1991,"utah","Transportation","Natural Gas",0
1991,"utah","Transportation","All",11
1991,"utah","Electric Power","Coal",27.7
1991,"utah","Electric Power","Petroleum Products",0
1991,"utah","Electric Power","Natural Gas",0.3
1991,"utah","Electric Power","All",28
1991,"utah","All","Coal",32.4
1991,"utah","All","Petroleum Products",13.3
1991,"utah","All","Natural Gas",7.6
1991,"utah","All","All",53.3
1992,"utah","Residential","Coal",0.1
1992,"utah","Residential","Petroleum Products",0.1
1992,"utah","Residential","Natural Gas",2.6
1992,"utah","Residential","All",2.7
1992,"utah","Commercial","Coal",0.4
1992,"utah","Commercial","Petroleum Products",0.2
1992,"utah","Commercial","Natural Gas",0.9
1992,"utah","Commercial","All",1.6
1992,"utah","Industrial","Coal",3.9
1992,"utah","Industrial","Petroleum Products",2.1
1992,"utah","Industrial","Natural Gas",3.1
1992,"utah","Industrial","All",9.1
1992,"utah","Transportation","Coal",0
1992,"utah","Transportation","Petroleum Products",11.1
1992,"utah","Transportation","Natural Gas",0.1
1992,"utah","Transportation","All",11.2
1992,"utah","Electric Power","Coal",29.8
1992,"utah","Electric Power","Petroleum Products",0
1992,"utah","Electric Power","Natural Gas",0.4
1992,"utah","Electric Power","All",30.2
1992,"utah","All","Coal",34.1
1992,"utah","All","Petroleum Products",13.6
1992,"utah","All","Natural Gas",7
1992,"utah","All","All",54.8
1993,"utah","Residential","Coal",0
1993,"utah","Residential","Petroleum Products",0.1
1993,"utah","Residential","Natural Gas",3
1993,"utah","Residential","All",3.1
1993,"utah","Commercial","Coal",0.2
1993,"utah","Commercial","Petroleum Products",0.2
1993,"utah","Commercial","Natural Gas",1.3
1993,"utah","Commercial","All",1.7
1993,"utah","Industrial","Coal",4.1
1993,"utah","Industrial","Petroleum Products",2.1
1993,"utah","Industrial","Natural Gas",3.1
1993,"utah","Industrial","All",9.3
1993,"utah","Transportation","Coal",0
1993,"utah","Transportation","Petroleum Products",11.5
1993,"utah","Transportation","Natural Gas",0.2
1993,"utah","Transportation","All",11.6
1993,"utah","Electric Power","Coal",30.6
1993,"utah","Electric Power","Petroleum Products",0
1993,"utah","Electric Power","Natural Gas",0.4
1993,"utah","Electric Power","All",30.9
1993,"utah","All","Coal",34.9
1993,"utah","All","Petroleum Products",13.9
1993,"utah","All","Natural Gas",7.9
1993,"utah","All","All",56.7
1994,"utah","Residential","Coal",0
1994,"utah","Residential","Petroleum Products",0.1
1994,"utah","Residential","Natural Gas",2.8
1994,"utah","Residential","All",2.9
1994,"utah","Commercial","Coal",0.2
1994,"utah","Commercial","Petroleum Products",0.2
1994,"utah","Commercial","Natural Gas",1.5
1994,"utah","Commercial","All",1.9
1994,"utah","Industrial","Coal",4.3
1994,"utah","Industrial","Petroleum Products",2.2
1994,"utah","Industrial","Natural Gas",2.8
1994,"utah","Industrial","All",9.3
1994,"utah","Transportation","Coal",0
1994,"utah","Transportation","Petroleum Products",11.7
1994,"utah","Transportation","Natural Gas",0.2
1994,"utah","Transportation","All",11.8
1994,"utah","Electric Power","Coal",31.3
1994,"utah","Electric Power","Petroleum Products",0
1994,"utah","Electric Power","Natural Gas",0.5
1994,"utah","Electric Power","All",31.9
1994,"utah","All","Coal",35.9
1994,"utah","All","Petroleum Products",14.1
1994,"utah","All","Natural Gas",7.8
1994,"utah","All","All",57.8
1995,"utah","Residential","Coal",0
1995,"utah","Residential","Petroleum Products",0.1
1995,"utah","Residential","Natural Gas",2.8
1995,"utah","Residential","All",2.9
1995,"utah","Commercial","Coal",0.1
1995,"utah","Commercial","Petroleum Products",0.2
1995,"utah","Commercial","Natural Gas",1.5
1995,"utah","Commercial","All",1.9
1995,"utah","Industrial","Coal",4.4
1995,"utah","Industrial","Petroleum Products",2.2
1995,"utah","Industrial","Natural Gas",3.9
1995,"utah","Industrial","All",10.6
1995,"utah","Transportation","Coal",0
1995,"utah","Transportation","Petroleum Products",12.7
1995,"utah","Transportation","Natural Gas",0.2
1995,"utah","Transportation","All",12.9
1995,"utah","Electric Power","Coal",29.5
1995,"utah","Electric Power","Petroleum Products",0
1995,"utah","Electric Power","Natural Gas",0.5
1995,"utah","Electric Power","All",30
1995,"utah","All","Coal",34.1
1995,"utah","All","Petroleum Products",15.2
1995,"utah","All","Natural Gas",8.9
1995,"utah","All","All",58.1
1996,"utah","Residential","Coal",0
1996,"utah","Residential","Petroleum Products",0.1
1996,"utah","Residential","Natural Gas",3
1996,"utah","Residential","All",3.1
1996,"utah","Commercial","Coal",0.2
1996,"utah","Commercial","Petroleum Products",0.2
1996,"utah","Commercial","Natural Gas",1.6
1996,"utah","Commercial","All",2
1996,"utah","Industrial","Coal",3.7
1996,"utah","Industrial","Petroleum Products",2.6
1996,"utah","Industrial","Natural Gas",3.8
1996,"utah","Industrial","All",10.1
1996,"utah","Transportation","Coal",0
1996,"utah","Transportation","Petroleum Products",13.2
1996,"utah","Transportation","Natural Gas",0.2
1996,"utah","Transportation","All",13.4
1996,"utah","Electric Power","Coal",30
1996,"utah","Electric Power","Petroleum Products",0
1996,"utah","Electric Power","Natural Gas",0.2
1996,"utah","Electric Power","All",30.2
1996,"utah","All","Coal",33.9
1996,"utah","All","Petroleum Products",16.1
1996,"utah","All","Natural Gas",8.9
1996,"utah","All","All",58.9
1997,"utah","Residential","Coal",0
1997,"utah","Residential","Petroleum Products",0.1
1997,"utah","Residential","Natural Gas",3.2
1997,"utah","Residential","All",3.4
1997,"utah","Commercial","Coal",0.2
1997,"utah","Commercial","Petroleum Products",0.2
1997,"utah","Commercial","Natural Gas",1.7
1997,"utah","Commercial","All",2.2
1997,"utah","Industrial","Coal",4.1
1997,"utah","Industrial","Petroleum Products",2.3
1997,"utah","Industrial","Natural Gas",3.8
1997,"utah","Industrial","All",10.2
1997,"utah","Transportation","Coal",0
1997,"utah","Transportation","Petroleum Products",13.9
1997,"utah","Transportation","Natural Gas",0.2
1997,"utah","Transportation","All",14
1997,"utah","Electric Power","Coal",31
1997,"utah","Electric Power","Petroleum Products",0
1997,"utah","Electric Power","Natural Gas",0.2
1997,"utah","Electric Power","All",31.2
1997,"utah","All","Coal",35.4
1997,"utah","All","Petroleum Products",16.5
1997,"utah","All","Natural Gas",9.1
1997,"utah","All","All",61.1
1998,"utah","Residential","Coal",0
1998,"utah","Residential","Petroleum Products",0.1
1998,"utah","Residential","Natural Gas",3.2
1998,"utah","Residential","All",3.2
1998,"utah","Commercial","Coal",0.2
1998,"utah","Commercial","Petroleum Products",0.3
1998,"utah","Commercial","Natural Gas",1.7
1998,"utah","Commercial","All",2.2
1998,"utah","Industrial","Coal",5.3
1998,"utah","Industrial","Petroleum Products",2.3
1998,"utah","Industrial","Natural Gas",4.1
1998,"utah","Industrial","All",11.6
1998,"utah","Transportation","Coal",0
1998,"utah","Transportation","Petroleum Products",14.1
1998,"utah","Transportation","Natural Gas",0.2
1998,"utah","Transportation","All",14.3
1998,"utah","Electric Power","Coal",31.8
1998,"utah","Electric Power","Petroleum Products",0
1998,"utah","Electric Power","Natural Gas",0.3
1998,"utah","Electric Power","All",32.2
1998,"utah","All","Coal",37.4
1998,"utah","All","Petroleum Products",16.7
1998,"utah","All","Natural Gas",9.4
1998,"utah","All","All",63.5
1999,"utah","Residential","Coal",0
1999,"utah","Residential","Petroleum Products",0.1
1999,"utah","Residential","Natural Gas",3.1
1999,"utah","Residential","All",3.2
1999,"utah","Commercial","Coal",0.2
1999,"utah","Commercial","Petroleum Products",0.3
1999,"utah","Commercial","Natural Gas",1.7
1999,"utah","Commercial","All",2.2
1999,"utah","Industrial","Coal",3.5
1999,"utah","Industrial","Petroleum Products",2.1
1999,"utah","Industrial","Natural Gas",3.6
1999,"utah","Industrial","All",9.3
1999,"utah","Transportation","Coal",0
1999,"utah","Transportation","Petroleum Products",14.6
1999,"utah","Transportation","Natural Gas",0.2
1999,"utah","Transportation","All",14.8
1999,"utah","Electric Power","Coal",32.5
1999,"utah","Electric Power","Petroleum Products",0
1999,"utah","Electric Power","Natural Gas",0.4
1999,"utah","Electric Power","All",32.9
1999,"utah","All","Coal",36.2
1999,"utah","All","Petroleum Products",17.1
1999,"utah","All","Natural Gas",9
1999,"utah","All","All",62.3
2000,"utah","Residential","Coal",0
2000,"utah","Residential","Petroleum Products",0.1
2000,"utah","Residential","Natural Gas",3.1
2000,"utah","Residential","All",3.3
2000,"utah","Commercial","Coal",0.1
2000,"utah","Commercial","Petroleum Products",0.2
2000,"utah","Commercial","Natural Gas",1.7
2000,"utah","Commercial","All",2.1
2000,"utah","Industrial","Coal",5
2000,"utah","Industrial","Petroleum Products",2.1
2000,"utah","Industrial","Natural Gas",3.6
2000,"utah","Industrial","All",10.8
2000,"utah","Transportation","Coal",0
2000,"utah","Transportation","Petroleum Products",15.4
2000,"utah","Transportation","Natural Gas",0.2
2000,"utah","Transportation","All",15.6
2000,"utah","Electric Power","Coal",32.8
2000,"utah","Electric Power","Petroleum Products",0
2000,"utah","Electric Power","Natural Gas",0.6
2000,"utah","Electric Power","All",33.5
2000,"utah","All","Coal",38
2000,"utah","All","Petroleum Products",18
2000,"utah","All","Natural Gas",9.2
2000,"utah","All","All",65.2
2001,"utah","Residential","Coal",0
2001,"utah","Residential","Petroleum Products",0.2
2001,"utah","Residential","Natural Gas",3.1
2001,"utah","Residential","All",3.3
2001,"utah","Commercial","Coal",0.1
2001,"utah","Commercial","Petroleum Products",0.4
2001,"utah","Commercial","Natural Gas",1.7
2001,"utah","Commercial","All",2.3
2001,"utah","Industrial","Coal",4.1
2001,"utah","Industrial","Petroleum Products",2.5
2001,"utah","Industrial","Natural Gas",3
2001,"utah","Industrial","All",9.6
2001,"utah","Transportation","Coal",0
2001,"utah","Transportation","Petroleum Products",14.7
2001,"utah","Transportation","Natural Gas",0.3
2001,"utah","Transportation","All",15
2001,"utah","Electric Power","Coal",32
2001,"utah","Electric Power","Petroleum Products",0
2001,"utah","Electric Power","Natural Gas",0.8
2001,"utah","Electric Power","All",32.9
2001,"utah","All","Coal",36.3
2001,"utah","All","Petroleum Products",17.8
2001,"utah","All","Natural Gas",8.9
2001,"utah","All","All",63
2002,"utah","Residential","Coal",0.1
2002,"utah","Residential","Petroleum Products",0.1
2002,"utah","Residential","Natural Gas",3.3
2002,"utah","Residential","All",3.5
2002,"utah","Commercial","Coal",0.4
2002,"utah","Commercial","Petroleum Products",0.3
2002,"utah","Commercial","Natural Gas",1.9
2002,"utah","Commercial","All",2.6
2002,"utah","Industrial","Coal",1.3
2002,"utah","Industrial","Petroleum Products",2.5
2002,"utah","Industrial","Natural Gas",2.7
2002,"utah","Industrial","All",6.5
2002,"utah","Transportation","Coal",0
2002,"utah","Transportation","Petroleum Products",15.2
2002,"utah","Transportation","Natural Gas",0.4
2002,"utah","Transportation","All",15.5
2002,"utah","Electric Power","Coal",33.3
2002,"utah","Electric Power","Petroleum Products",0
2002,"utah","Electric Power","Natural Gas",0.8
2002,"utah","Electric Power","All",34.1
2002,"utah","All","Coal",35
2002,"utah","All","Petroleum Products",18.1
2002,"utah","All","Natural Gas",9.1
2002,"utah","All","All",62.3
2003,"utah","Residential","Coal",0
2003,"utah","Residential","Petroleum Products",0.1
2003,"utah","Residential","Natural Gas",3.1
2003,"utah","Residential","All",3.2
2003,"utah","Commercial","Coal",0.1
2003,"utah","Commercial","Petroleum Products",0.3
2003,"utah","Commercial","Natural Gas",1.8
2003,"utah","Commercial","All",2.2
2003,"utah","Industrial","Coal",1.3
2003,"utah","Industrial","Petroleum Products",2.7
2003,"utah","Industrial","Natural Gas",2.6
2003,"utah","Industrial","All",6.7
2003,"utah","Transportation","Coal",0
2003,"utah","Transportation","Petroleum Products",15.3
2003,"utah","Transportation","Natural Gas",0.4
2003,"utah","Transportation","All",15.8
2003,"utah","Electric Power","Coal",34.3
2003,"utah","Electric Power","Petroleum Products",0
2003,"utah","Electric Power","Natural Gas",0.8
2003,"utah","Electric Power","All",35.1
2003,"utah","All","Coal",35.8
2003,"utah","All","Petroleum Products",18.5
2003,"utah","All","Natural Gas",8.7
2003,"utah","All","All",63
2004,"utah","Residential","Coal",0
2004,"utah","Residential","Petroleum Products",0.1
2004,"utah","Residential","Natural Gas",3.4
2004,"utah","Residential","All",3.6
2004,"utah","Commercial","Coal",0.4
2004,"utah","Commercial","Petroleum Products",0.3
2004,"utah","Commercial","Natural Gas",1.7
2004,"utah","Commercial","All",2.5
2004,"utah","Industrial","Coal",2.6
2004,"utah","Industrial","Petroleum Products",2.7
2004,"utah","Industrial","Natural Gas",2.6
2004,"utah","Industrial","All",7.8
2004,"utah","Transportation","Coal",0
2004,"utah","Transportation","Petroleum Products",15.9
2004,"utah","Transportation","Natural Gas",0.5
2004,"utah","Transportation","All",16.4
2004,"utah","Electric Power","Coal",34.6
2004,"utah","Electric Power","Petroleum Products",0
2004,"utah","Electric Power","Natural Gas",0.5
2004,"utah","Electric Power","All",35.2
2004,"utah","All","Coal",37.7
2004,"utah","All","Petroleum Products",19
2004,"utah","All","Natural Gas",8.7
2004,"utah","All","All",65.4
2005,"utah","Residential","Coal",0
2005,"utah","Residential","Petroleum Products",0.1
2005,"utah","Residential","Natural Gas",3.2
2005,"utah","Residential","All",3.4
2005,"utah","Commercial","Coal",0.1
2005,"utah","Commercial","Petroleum Products",0.3
2005,"utah","Commercial","Natural Gas",1.9
2005,"utah","Commercial","All",2.3
2005,"utah","Industrial","Coal",3.1
2005,"utah","Industrial","Petroleum Products",3.3
2005,"utah","Industrial","Natural Gas",2.6
2005,"utah","Industrial","All",9
2005,"utah","Transportation","Coal",0
2005,"utah","Transportation","Petroleum Products",16.1
2005,"utah","Transportation","Natural Gas",0.5
2005,"utah","Transportation","All",16.6
2005,"utah","Electric Power","Coal",35.1
2005,"utah","Electric Power","Petroleum Products",0
2005,"utah","Electric Power","Natural Gas",0.7
2005,"utah","Electric Power","All",35.8
2005,"utah","All","Coal",38.3
2005,"utah","All","Petroleum Products",19.8
2005,"utah","All","Natural Gas",9
2005,"utah","All","All",67.1
2006,"utah","Residential","Coal",0
2006,"utah","Residential","Petroleum Products",0.2
2006,"utah","Residential","Natural Gas",3.4
2006,"utah","Residential","All",3.5
2006,"utah","Commercial","Coal",0.1
2006,"utah","Commercial","Petroleum Products",0.3
2006,"utah","Commercial","Natural Gas",1.9
2006,"utah","Commercial","All",2.2
2006,"utah","Industrial","Coal",1.5
2006,"utah","Industrial","Petroleum Products",3.6
2006,"utah","Industrial","Natural Gas",3
2006,"utah","Industrial","All",8
2006,"utah","Transportation","Coal",0
2006,"utah","Transportation","Petroleum Products",17.7
2006,"utah","Transportation","Natural Gas",0.6
2006,"utah","Transportation","All",18.3
2006,"utah","Electric Power","Coal",34.6
2006,"utah","Electric Power","Petroleum Products",0.1
2006,"utah","Electric Power","Natural Gas",1.6
2006,"utah","Electric Power","All",36.2
2006,"utah","All","Coal",36.2
2006,"utah","All","Petroleum Products",21.7
2006,"utah","All","Natural Gas",10.5
2006,"utah","All","All",68.4
2007,"utah","Residential","Coal",0
2007,"utah","Residential","Petroleum Products",0.2
2007,"utah","Residential","Natural Gas",3.4
2007,"utah","Residential","All",3.5
2007,"utah","Commercial","Coal",0
2007,"utah","Commercial","Petroleum Products",0.3
2007,"utah","Commercial","Natural Gas",1.9
2007,"utah","Commercial","All",2.3
2007,"utah","Industrial","Coal",2
2007,"utah","Industrial","Petroleum Products",3.1
2007,"utah","Industrial","Natural Gas",3.1
2007,"utah","Industrial","All",8.2
2007,"utah","Transportation","Coal",0
2007,"utah","Transportation","Petroleum Products",17.5
2007,"utah","Transportation","Natural Gas",0.7
2007,"utah","Transportation","All",18.2
2007,"utah","Electric Power","Coal",35
2007,"utah","Electric Power","Petroleum Products",0
2007,"utah","Electric Power","Natural Gas",3.1
2007,"utah","Electric Power","All",38.1
2007,"utah","All","Coal",37
2007,"utah","All","Petroleum Products",21.1
2007,"utah","All","Natural Gas",12.3
2007,"utah","All","All",70.4
2008,"utah","Residential","Coal",0
2008,"utah","Residential","Petroleum Products",0.2
2008,"utah","Residential","Natural Gas",3.7
2008,"utah","Residential","All",3.9
2008,"utah","Commercial","Coal",0
2008,"utah","Commercial","Petroleum Products",0.3
2008,"utah","Commercial","Natural Gas",2.1
2008,"utah","Commercial","All",2.4
2008,"utah","Industrial","Coal",1.9
2008,"utah","Industrial","Petroleum Products",3
2008,"utah","Industrial","Natural Gas",3
2008,"utah","Industrial","All",7.8
2008,"utah","Transportation","Coal",0
2008,"utah","Transportation","Petroleum Products",16
2008,"utah","Transportation","Natural Gas",0.7
2008,"utah","Transportation","All",16.7
2008,"utah","Electric Power","Coal",35.5
2008,"utah","Electric Power","Petroleum Products",0
2008,"utah","Electric Power","Natural Gas",3.1
2008,"utah","Electric Power","All",38.6
2008,"utah","All","Coal",37.4
2008,"utah","All","Petroleum Products",19.5
2008,"utah","All","Natural Gas",12.6
2008,"utah","All","All",69.5
2009,"utah","Residential","Coal",0
2009,"utah","Residential","Petroleum Products",0.2
2009,"utah","Residential","Natural Gas",3.6
2009,"utah","Residential","All",3.8
2009,"utah","Commercial","Coal",0
2009,"utah","Commercial","Petroleum Products",0.3
2009,"utah","Commercial","Natural Gas",2.1
2009,"utah","Commercial","All",2.4
2009,"utah","Industrial","Coal",1.5
2009,"utah","Industrial","Petroleum Products",2.4
2009,"utah","Industrial","Natural Gas",2.9
2009,"utah","Industrial","All",6.8
2009,"utah","Transportation","Coal",0
2009,"utah","Transportation","Petroleum Products",15.5
2009,"utah","Transportation","Natural Gas",0.6
2009,"utah","Transportation","All",16.1
2009,"utah","Electric Power","Coal",32.9
2009,"utah","Electric Power","Petroleum Products",0
2009,"utah","Electric Power","Natural Gas",2.7
2009,"utah","Electric Power","All",35.7
2009,"utah","All","Coal",34.5
2009,"utah","All","Petroleum Products",18.4
2009,"utah","All","Natural Gas",11.9
2009,"utah","All","All",64.8
2010,"utah","Residential","Coal",0
2010,"utah","Residential","Petroleum Products",0.1
2010,"utah","Residential","Natural Gas",3.7
2010,"utah","Residential","All",3.8
2010,"utah","Commercial","Coal",0
2010,"utah","Commercial","Petroleum Products",0.3
2010,"utah","Commercial","Natural Gas",2.1
2010,"utah","Commercial","All",2.4
2010,"utah","Industrial","Coal",1.6
2010,"utah","Industrial","Petroleum Products",2.4
2010,"utah","Industrial","Natural Gas",3.1
2010,"utah","Industrial","All",7
2010,"utah","Transportation","Coal",0
2010,"utah","Transportation","Petroleum Products",15.4
2010,"utah","Transportation","Natural Gas",0.6
2010,"utah","Transportation","All",16
2010,"utah","Electric Power","Coal",32.1
2010,"utah","Electric Power","Petroleum Products",0
2010,"utah","Electric Power","Natural Gas",2.7
2010,"utah","Electric Power","All",34.8
2010,"utah","All","Coal",33.6
2010,"utah","All","Petroleum Products",18.2
2010,"utah","All","Natural Gas",12.2
2010,"utah","All","All",64
2011,"utah","Residential","Coal",0
2011,"utah","Residential","Petroleum Products",0.1
2011,"utah","Residential","Natural Gas",3.9
2011,"utah","Residential","All",4
2011,"utah","Commercial","Coal",0
2011,"utah","Commercial","Petroleum Products",0.4
2011,"utah","Commercial","Natural Gas",2.2
2011,"utah","Commercial","All",2.6
2011,"utah","Industrial","Coal",1.3
2011,"utah","Industrial","Petroleum Products",2.6
2011,"utah","Industrial","Natural Gas",3.3
2011,"utah","Industrial","All",7.2
2011,"utah","Transportation","Coal",0
2011,"utah","Transportation","Petroleum Products",16.4
2011,"utah","Transportation","Natural Gas",0.6
2011,"utah","Transportation","All",17
2011,"utah","Electric Power","Coal",31.4
2011,"utah","Electric Power","Petroleum Products",0
2011,"utah","Electric Power","Natural Gas",2.2
2011,"utah","Electric Power","All",33.6
2011,"utah","All","Coal",32.7
2011,"utah","All","Petroleum Products",19.5
2011,"utah","All","Natural Gas",12.2
2011,"utah","All","All",64.5
2012,"utah","Residential","Coal",0
2012,"utah","Residential","Petroleum Products",0.1
2012,"utah","Residential","Natural Gas",3.3
2012,"utah","Residential","All",3.4
2012,"utah","Commercial","Coal",0
2012,"utah","Commercial","Petroleum Products",0.4
